INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,STATISTICAL_MURDER_FLAG
72050791,4/4/10,13:20:00,FALSE
82009455,12/2/11,15:42:00,TRUE
32878660,7/3/07,4:05:00,FALSE
33754541,8/14/07,21:38:00,FALSE
25881908,12/21/06,6:32:00,TRUE
73427945,6/28/10,20:12:00,FALSE
10713399,3/16/06,19:59:00,FALSE
72342379,4/21/10,0:55:00,FALSE
219684986,10/23/20,1:03:00,FALSE
73517099,7/3/10,1:46:00,FALSE
72988944,6/1/10,22:30:00,FALSE
86437258,8/26/12,1:05:00,TRUE
83507552,3/5/12,21:20:00,TRUE
48304785,7/12/08,3:54:00,FALSE
81232260,10/17/11,11:46:00,FALSE
74279273,8/22/10,20:00:00,FALSE
142091373,4/8/15,21:01:00,TRUE
171254027,11/3/17,16:12:00,TRUE
93255125,10/24/13,19:02:00,FALSE
24717014,10/9/06,20:38:00,FALSE
51578433,9/22/08,22:33:00,TRUE
73433698,6/29/10,2:05:00,FALSE
89984679,4/6/13,21:57:00,TRUE
66871427,10/16/09,23:24:00,FALSE
32704131,6/24/07,3:58:00,FALSE
44445750,3/11/08,22:55:00,FALSE
173354054,1/6/18,21:05:00,FALSE
81610457,11/8/11,22:13:00,FALSE
24418565,9/20/06,15:46:00,FALSE
60291488,4/5/09,4:15:00,FALSE
66656614,10/10/09,6:20:00,FALSE
84720306,5/14/12,9:16:00,FALSE
72753702,5/17/10,19:52:00,FALSE
146477560,9/26/15,5:43:00,TRUE
62991096,6/22/09,1:51:00,FALSE
169602973,9/21/17,20:11:00,FALSE
33962075,8/23/07,23:08:00,FALSE
73158002,6/10/10,19:51:00,FALSE
63839080,7/18/09,1:30:00,FALSE
24717013,10/9/06,19:41:00,FALSE
39273321,2/20/08,23:30:00,FALSE
59568269,3/14/09,2:41:00,FALSE
214513453,6/23/20,19:15:00,FALSE
94424905,1/10/14,17:25:00,FALSE
44751686,3/21/08,4:00:00,FALSE
35056394,10/13/07,18:45:00,FALSE
141114173,2/24/15,10:00:00,FALSE
91589681,7/11/13,20:20:00,FALSE
75330416,10/30/10,5:39:00,FALSE
77758734,3/16/11,19:13:00,FALSE
71311712,2/14/10,1:19:00,FALSE
217987654,9/17/20,1:59:00,FALSE
61593634,5/10/09,19:00:00,FALSE
142091387,4/12/15,22:30:00,FALSE
26530375,1/27/07,21:36:00,FALSE
80484245,8/27/11,0:40:00,FALSE
47156718,6/10/08,4:24:00,FALSE
46072788,4/29/08,3:59:00,FALSE
94558027,1/21/14,18:15:00,TRUE
138803872,9/20/14,12:35:00,FALSE
28560895,4/19/07,20:29:00,FALSE
67793823,11/12/09,11:30:00,FALSE
82027582,12/5/11,8:53:00,FALSE
44895812,3/29/08,17:19:00,FALSE
166352784,6/22/17,21:09:00,FALSE
