BORO,LOCATION_DESC,PRECINCT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
QUEENS,BAR/NIGHT CLUB,115,1017425.25,214766.2344,40.7561062,-73.88025567,POINT (-73.88025566599998 40.756106196000076)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,78,988398.4375,187950.625,40.68256506,-73.98504421,POINT (-73.98504421199993 40.682565055000055)
BROOKLYN,MULTI DWELL - APT BUILD,73,1010753.563,179172.9219,40.65843353,-73.90447714,POINT (-73.90447713699996 40.658433529000035)
BROOKLYN,COMMERCIAL BLDG,71,996587.6875,181055.1406,40.66363087,-73.95553041,POINT (-73.95553041499994 40.663630872000056)
QUEENS,MULTI DWELL - APT BUILD,104,1008039.938,196412.8906,40.70576101,-73.91419673,POINT (-73.91419673199994 40.70576101200004)
BRONX,BAR/NIGHT CLUB,42,1012075.5,239818.2656,40.8248857,-73.89946174,POINT (-73.89946174299996 40.824885702000074)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1001751.563,241629.4531,40.82988338,-73.93675968,POINT (-73.93675968099996 40.829883383000045)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,24,993290.3125,230079.125,40.79819367,-73.9673499,POINT (-73.96734989899994 40.798193667000085)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1015560.813,183840.7656,40.67123002,-73.88712916,POINT (-73.88712915699995 40.67123002300008)
BROOKLYN,COMMERCIAL BLDG,83,1007609.438,189185.6406,40.68592504,-73.91577451,POINT (-73.91577450699998 40.685925042000065)
QUEENS,GAS STATION,102,1035651.688,193269.2656,40.6970152,-73.81463185,POINT (-73.81463185099994 40.697015201000056)
BRONX,MULTI DWELL - APT BUILD,41,1012516.063,238134.1563,40.8202619,-73.89787699,POINT (-73.89787698799995 40.82026190300007)
BROOKLYN,GROCERY/BODEGA,73,1008050.25,178717.5469,40.6571913,-73.91422203,POINT (-73.91422203399998 40.65719130300005)
BROOKLYN,MULTI DWELL - APT BUILD,90,998144.4375,198071.7344,40.71033522,-73.94988404,POINT (-73.94988404299994 40.71033521700008)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1012073.875,240410.0625,40.82651002,-73.89946516,POINT (-73.89946515999998 40.82651002100005)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1009394.5,242827.8438,40.83315417,-73.9091375,POINT (-73.90913750499993 40.83315416900007)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1009012.625,236134.8125,40.81478478,-73.91054217,POINT (-73.91054217399994 40.81478478300005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,7,987481.875,198515.5625,40.71156374,-73.98834382,POINT (-73.98834381999995 40.71156373700006)
BROOKLYN,MULTI DWELL - APT BUILD,79,1000625.375,190785.0313,40.69033068,-73.94095299,POINT (-73.94095298899998 40.69033067700008)
BRONX,MULTI DWELL - PUBLIC HOUS,46,1008855.75,250061.9063,40.85301107,-73.91105783,POINT (-73.91105782599993 40.85301106500003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,61,1000686.688,156007.1094,40.59487265,-73.94081662,POINT (-73.94081662499997 40.59487265300004)
BRONX,MULTI DWELL - APT BUILD,52,1016158.688,255447.8281,40.86777042,-73.88463392,POINT (-73.88463392199998 40.867770418000084)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1009944.563,244103.4063,40.83665364,-73.90714487,POINT (-73.90714487499997 40.83665363500007)
QUEENS,PVT HOUSE,104,1010051.25,193909.5469,40.69888429,-73.906952,POINT (-73.90695199799995 40.698884287000055)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,998286.25,189884.5625,40.68786312,-73.94938958,POINT (-73.94938958399996 40.687863116000074)
BROOKLYN,MULTI DWELL - APT BUILD,79,1000547.313,186864.375,40.67956952,-73.94124396,POINT (-73.94124395899996 40.67956951600007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,986965.875,188114.2188,40.68301464,-73.99020926,POINT (-73.99020926399999 40.68301463800003)
BRONX,MULTI DWELL - APT BUILD,46,1009064.938,250063.6563,40.85301528,-73.91030166,POINT (-73.91030165999996 40.853015282000065)
BRONX,MULTI DWELL - APT BUILD,44,1008273.688,245225.8906,40.83973923,-73.91317916,POINT (-73.91317916099996 40.83973923100007)
BRONX,MULTI DWELL - APT BUILD,47,1029333.75,256736.1875,40.87124911,-73.83699022,POINT (-73.83699021799998 40.871249109000075)
BRONX,GROCERY/BODEGA,48,1016057.875,247615.3281,40.84627293,-73.88503558,POINT (-73.88503557999996 40.846272928000076)
QUEENS,PVT HOUSE,113,1053822,191936.3438,40.69323246,-73.74911844,POINT (-73.74911844099995 40.69323246300007)
BRONX,MULTI DWELL - PUBLIC HOUS,49,1021823.438,252488.6563,40.8596261,-73.86416934,POINT (-73.86416934099998 40.85962610100006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,26,996660.0625,235153.4531,40.81211721,-73.95516975,POINT (-73.95516975199996 40.81211721100004)
MANHATTAN,MULTI DWELL - APT BUILD,26,996342.875,236149.9688,40.81485281,-73.9563138,POINT (-73.95631380499998 40.81485280900006)
QUEENS,MULTI DWELL - PUBLIC HOUS,100,1037138.25,154271.2344,40.58996548,-73.80957661,POINT (-73.80957660899998 40.589965482000025)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1007753.188,235352.7344,40.81264164,-73.91509484,POINT (-73.91509484499994 40.81264163700007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1019192.688,183433.4063,40.67009832,-73.87403875,POINT (-73.87403874599994 40.670098324000044)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010691.625,180903.3438,40.66318334,-73.90469359,POINT (-73.90469358699994 40.663183338000074)
BROOKLYN,PVT HOUSE,63,1001673.125,165623.6719,40.62126626,-73.93723988,POINT (-73.93723987999994 40.62126626200007)
MANHATTAN,MULTI DWELL - APT BUILD,33,1000952.188,243250.9688,40.83433553,-73.93964418,POINT (-73.93964417899997 40.83433552500003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,60,990057.625,155328.4531,40.59302322,-73.97909007,POINT (-73.97909006899994 40.59302321500007)
QUEENS,GROCERY/BODEGA,103,1044174.375,193209.6094,40.69679785,-73.78389718,POINT (-73.78389718099999 40.69679785300008)
BRONX,MULTI DWELL - PUBLIC HOUS,47,1021344.5,258894.2188,40.87720943,-73.86586529,POINT (-73.86586529199997 40.877209426000036)
QUEENS,MULTI DWELL - APT BUILD,108,996643.625,209958.0781,40.74296257,-73.9552756,POINT (-73.955275601 40.74296256900004)
BROOKLYN,GROCERY/BODEGA,81,1006211.313,189584.7031,40.68702396,-73.92081441,POINT (-73.92081441199997 40.687023956000075)
BROOKLYN,SOCIAL CLUB/POLICY LOCATI,75,1014566.438,180947.0938,40.663291,-73.89072679,POINT (-73.89072678599996 40.66329100400003)
BRONX,MULTI DWELL - APT BUILD,41,1013620.688,238196.0156,40.82042809,-73.89388574,POINT (-73.89388574299994 40.82042808600005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,998159.875,193775.8125,40.6985439,-73.94983723,POINT (-73.94983723199994 40.698543897000036)
QUEENS,MULTI DWELL - PUBLIC HOUS,107,1035760.313,205381.5781,40.73025991,-73.81414744,POINT (-73.81414744299997 40.73025990900004)
BRONX,MULTI DWELL - APT BUILD,48,1015797.875,249748.5938,40.85212904,-73.88596528,POINT (-73.88596528199997 40.85212904100007)
MANHATTAN,MULTI DWELL - APT BUILD,23,1001171.313,227549.75,40.79123964,-73.9388919,POINT (-73.93889189899996 40.79123964100006)
BRONX,MULTI DWELL - APT BUILD,43,1020450.188,244900.75,40.8388053,-73.86917475,POINT (-73.86917475099995 40.83880529700008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,24,993963.5,229442.2188,40.79644482,-73.96491942,POINT (-73.96491942099993 40.796444818000055)
BROOKLYN,GROCERY/BODEGA,72,978275.125,172922.9531,40.64131636,-74.02153059,POINT (-74.02153059499994 40.641316363000044)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,7,987063.125,198657.2813,40.71195287,-73.98985422,POINT (-73.98985422499999 40.71195286500006)
BROOKLYN,MULTI DWELL - APT BUILD,81,1004426.063,187538.5469,40.68141197,-73.9272577,POINT (-73.92725770199996 40.68141197400007)
BRONX,MULTI DWELL - APT BUILD,52,1010153.375,253042.375,40.86118785,-73.90635572,POINT (-73.90635572299993 40.861187845000075)
QUEENS,LIQUOR STORE,103,1042572,192609.7188,40.695162,-73.78968097,POINT (-73.78968096999995 40.695162002000075)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1010688.063,239926.9531,40.82518828,-73.90447443,POINT (-73.90447442999994 40.82518828100007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1016585.563,179939.9219,40.6605194,-73.88345375,POINT (-73.88345375099993 40.660519398000076)
QUEENS,MULTI DWELL - APT BUILD,101,1043389.375,154069.9219,40.58937342,-73.7870712,POINT (-73.78707119699999 40.58937341800004)
BRONX,MULTI DWELL - APT BUILD,44,1007267.875,240281.4375,40.82617081,-73.91683116,POINT (-73.91683115999996 40.82617081300003)
BRONX,MULTI DWELL - APT BUILD,47,1022090.438,263221.1875,40.88908243,-73.86314349,POINT (-73.86314349199995 40.889082425000026)
BROOKLYN,MULTI DWELL - APT BUILD,73,1008116,184729.6094,40.6736929,-73.91396378,POINT (-73.91396377999996 40.67369289800007)
BRONX,MULTI DWELL - PUBLIC HOUS,49,1022083.688,251879.25,40.85795235,-73.86323195,POINT (-73.86323194999994 40.85795235300003)
BROOKLYN,PVT HOUSE,63,1010638.188,162331.4688,40.61220769,-73.90495883,POINT (-73.90495882899995 40.612207685000044)
QUEENS,NONE,103,1041708.75,196834.9375,40.70676486,-73.79275796,POINT (-73.79275795899997 40.706764855000074)
BROOKLYN,MULTI DWELL - APT BUILD,77,1005506.625,185647.4219,40.67621874,-73.92336776,POINT (-73.92336775699994 40.67621873600007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,20,988045.75,221544.6719,40.77477268,-73.98629689,POINT (-73.98629688699998 40.77477267800003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1021152.813,182356.6406,40.66713489,-73.86697872,POINT (-73.86697872099995 40.667134892000036)
BRONX,MULTI DWELL - APT BUILD,50,1012046.875,256492.1875,40.87065077,-73.89949605,POINT (-73.89949604999998 40.870650770000054)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,25,999432.8125,231108.7344,40.80101125,-73.94516226,POINT (-73.94516226299999 40.80101124500004)
MANHATTAN,MULTI DWELL - APT BUILD,30,997601.6875,240251.3906,40.82610824,-73.95175796,POINT (-73.95175796299998 40.82610824300008)
QUEENS,MULTI DWELL - APT BUILD,101,1043389.375,154069.9219,40.58937342,-73.7870712,POINT (-73.78707119699999 40.58937341800004)
STATEN ISLAND,LIQUOR STORE,122,954262.75,150235.4531,40.57899512,-74.10795313,POINT (-74.10795312999994 40.57899512200004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,63,1006293.688,171273.0469,40.63676231,-73.92057725,POINT (-73.92057725199999 40.63676231100004)
BROOKLYN,PVT HOUSE,81,1003004.75,191419.8906,40.6920685,-73.93237137,POINT (-73.93237136599998 40.69206849700004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,986965.875,188114.2188,40.68301464,-73.99020926,POINT (-73.99020926399999 40.68301463800003)
STATEN ISLAND,PVT HOUSE,120,949416.6875,171109.8906,40.63627341,-74.12550621,POINT (-74.12550621199995 40.636273413000026)
BRONX,MULTI DWELL - APT BUILD,43,1021543,239271.1563,40.82334915,-73.86525665,POINT (-73.86525665099998 40.823349146000055)
BRONX,MULTI DWELL - APT BUILD,47,1024239.75,262777,40.88785379,-73.85537271,POINT (-73.85537271399994 40.88785379400008)
BROOKLYN,PVT HOUSE,75,1016687.813,188158.1094,40.68307609,-73.88304566,POINT (-73.88304566299996 40.68307609100003)
QUEENS,MULTI DWELL - APT BUILD,105,1049893.125,181009.7031,40.66327142,-73.76339268,POINT (-73.76339268099997 40.66327142200004)
BROOKLYN,GROCERY/BODEGA,79,998436.875,191955.2031,40.69354631,-73.9488421,POINT (-73.94884209999998 40.69354630700008)
BRONX,MULTI DWELL - APT BUILD,42,1008459.313,239672.1563,40.82449533,-73.91252835,POINT (-73.91252834899996 40.82449532500004)
BRONX,BAR/NIGHT CLUB,52,1017541.563,255918.875,40.86905819,-73.87963173,POINT (-73.87963173099996 40.86905819000003)
MANHATTAN,BAR/NIGHT CLUB,10,982411.625,210609.5156,40.74475909,-74.00663591,POINT (-74.00663591499995 40.74475909300003)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,9,991257.875,203594.2656,40.72550138,-73.97471821,POINT (-73.97471820599998 40.725501375000086)
BRONX,MULTI DWELL - APT BUILD,42,1010359.688,240299.3906,40.82621149,-73.90565948,POINT (-73.90565947699999 40.82621149100004)
BROOKLYN,PVT HOUSE,62,982832.6875,163571.6563,40.61565092,-74.00510645,POINT (-74.00510645199995 40.615650920000064)
BRONX,MULTI DWELL - APT BUILD,44,1009320.438,244793.9688,40.83855082,-73.90939779,POINT (-73.90939779399997 40.83855082300005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,5,984491.75,198617.3125,40.7118436,-73.99912943,POINT (-73.99912943099997 40.71184360400008)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1020873.938,237524.8906,40.81855894,-73.86768359,POINT (-73.86768359299998 40.818558944000074)
STATEN ISLAND,MULTI DWELL - APT BUILD,120,961171.8125,162476.3906,40.6126147,-74.08312289,POINT (-74.08312289299994 40.61261469900006)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1008971.625,235694.7031,40.81357692,-73.91069191,POINT (-73.91069191399998 40.81357692100005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,9,989421,202605.3281,40.72278825,-73.9813461,POINT (-73.98134610299996 40.72278824500006)
BROOKLYN,MULTI DWELL - APT BUILD,71,995671.1875,183338.5781,40.66989963,-73.95883006,POINT (-73.95883005899998 40.66989963000003)
QUEENS,PVT HOUSE,113,1047030.313,193599.75,40.6978489,-73.77359427,POINT (-73.77359426999993 40.69784889500005)
BROOKLYN,BAR/NIGHT CLUB,67,1005026.313,176998.9375,40.65248171,-73.92512601,POINT (-73.92512601399994 40.65248170800004)
BROOKLYN,MULTI DWELL - APT BUILD,67,997992.5,176370.3438,40.65077006,-73.95047633,POINT (-73.95047633499996 40.65077006300004)
QUEENS,BAR/NIGHT CLUB,106,1025541.875,187003.625,40.67987042,-73.85112913,POINT (-73.85112912799997 40.67987042300007)
BROOKLYN,MULTI DWELL - APT BUILD,72,980920.375,174343.5781,40.64521706,-74.01199972,POINT (-74.01199971799997 40.645217064000065)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,26,997128.875,237011.6719,40.81721683,-73.95347259,POINT (-73.95347258799995 40.81721683300003)
QUEENS,MULTI DWELL - APT BUILD,114,1004500.75,218789.8438,40.76718901,-73.92689439,POINT (-73.92689438999997 40.76718901400005)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1017970.25,243163.2969,40.83404631,-73.87814591,POINT (-73.87814591399996 40.834046312000055)
BROOKLYN,PVT HOUSE,67,1004184.125,175829.1406,40.64927281,-73.92816461,POINT (-73.92816461499996 40.649272806000056)
BROOKLYN,PVT HOUSE,69,1013572.688,170156.8125,40.63367738,-73.89435563,POINT (-73.89435562899996 40.63367738200003)
BROOKLYN,MULTI DWELL - APT BUILD,73,1008227.938,183789.3438,40.67111178,-73.91356359,POINT (-73.91356358699994 40.67111177800007)
BRONX,MULTI DWELL - APT BUILD,49,1020672.125,255191.7344,40.86705005,-73.86831677,POINT (-73.86831676699995 40.867050051000035)
BRONX,MULTI DWELL - APT BUILD,46,1009853.5,247502.5625,40.84598359,-73.90746099,POINT (-73.90746098599993 40.84598358900007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,9,989421,202605.3281,40.72278825,-73.9813461,POINT (-73.98134610299996 40.72278824500006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010707.438,182887.6094,40.66862966,-73.9046288,POINT (-73.90462880499996 40.668629657000054)
MANHATTAN,RESTAURANT/DINER,10,984276,211025.5781,40.74590127,-73.99990762,POINT (-73.99990761599997 40.745901272000026)
BRONX,MULTI DWELL - APT BUILD,48,1013404.563,251800.75,40.85776982,-73.89460746,POINT (-73.89460745999997 40.85776982200008)
BRONX,MULTI DWELL - APT BUILD,47,1026254.813,263723.8438,40.89044322,-73.84807902,POINT (-73.84807902199998 40.89044321600005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1009904.75,180751.4688,40.66276879,-73.90753042,POINT (-73.90753042499995 40.66276879000003)
BROOKLYN,MULTI DWELL - APT BUILD,71,997456.9375,181411.2344,40.66460702,-73.95239652,POINT (-73.95239651799994 40.66460701600005)
MANHATTAN,MULTI DWELL - APT BUILD,34,1005282.688,253262.0625,40.86180377,-73.9239635,POINT (-73.92396350499996 40.86180376800007)
BROOKLYN,MULTI DWELL - APT BUILD,77,998480.75,184923.4219,40.6742456,-73.94869873,POINT (-73.94869873299996 40.67424560100005)
BRONX,MULTI DWELL - APT BUILD,40,1007951.125,238554.0313,40.82142777,-73.91436848,POINT (-73.91436847999995 40.821427767000046)
BROOKLYN,RESTAURANT/DINER,90,1000622.938,196264.9688,40.70537183,-73.94094846,POINT (-73.94094845899997 40.70537183300007)
BRONX,BAR/NIGHT CLUB,41,1013768.188,236671.5313,40.81624332,-73.89335953,POINT (-73.89335953499995 40.816243315000065)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1014550.875,184359.5625,40.67265752,-73.89076754,POINT (-73.89076754299998 40.67265751700006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,20,987818.25,221368.6563,40.77428966,-73.98711837,POINT (-73.98711836899997 40.774289657000054)
BROOKLYN,MULTI DWELL - APT BUILD,73,1009281.25,186910.5938,40.67967599,-73.90975492,POINT (-73.90975492099996 40.67967598800005)
MANHATTAN,BAR/NIGHT CLUB,34,1006233.313,253436.2344,40.8622795,-73.92052621,POINT (-73.92052620999993 40.862279501000046)
QUEENS,MULTI DWELL - PUBLIC HOUS,109,1030346.563,215617.5156,40.75838482,-73.83361056,POINT (-73.83361055699999 40.75838482100005)
BROOKLYN,GROCERY/BODEGA,73,1009450.25,182401.0625,40.66729786,-73.90916248,POINT (-73.90916247599995 40.667297862000055)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,28,997376,233927,40.8087499,-73.95258581,POINT (-73.95258580599995 40.80874990400008)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1047439.438,156662.75,40.59646224,-73.77246484,POINT (-73.77246483599998 40.59646224100004)
BRONX,MULTI DWELL - APT BUILD,43,1017926,239845.5938,40.82494034,-73.87832247,POINT (-73.87832247499996 40.82494034300004)
BRONX,GROCERY/BODEGA,43,1021018.938,238938.6406,40.82243868,-73.86715198,POINT (-73.86715197999996 40.82243868300003)
BRONX,MULTI DWELL - PUBLIC HOUS,47,1021457.688,258089.1875,40.87499939,-73.86546047,POINT (-73.86546047099996 40.87499938900004)
MANHATTAN,BAR/NIGHT CLUB,10,982399.25,211453.25,40.74707493,-74.00668081,POINT (-74.00668080699995 40.74707493100004)
BROOKLYN,RESTAURANT/DINER,75,1013063.813,186592.25,40.6787907,-73.89611882,POINT (-73.89611881599996 40.67879070300006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,69,1016434.938,169703.7031,40.63242376,-73.88404549,POINT (-73.88404548799997 40.63242375600004)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1012422,240916,40.82789757,-73.89820515,POINT (-73.89820515299994 40.82789757000006)
BROOKLYN,DRY CLEANER/LAUNDRY,67,1006712.125,176818.0469,40.65198109,-73.91905115,POINT (-73.91905114599996 40.65198108800007)
BROOKLYN,MULTI DWELL - APT BUILD,63,1004513.813,165223.5781,40.62016205,-73.92700836,POINT (-73.92700836299997 40.620162047000065)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1015572.188,178301.8438,40.65602688,-73.88711388,POINT (-73.88711388299998 40.65602687900008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999281.6875,192768.875,40.69577825,-73.9457938,POINT (-73.94579380499994 40.69577825400006)
QUEENS,NONE,113,1052882.875,191591.7969,40.6922941,-73.7525085,POINT (-73.75250850499998 40.69229409700006)
BRONX,MULTI DWELL - APT BUILD,42,1015667.375,243850.4531,40.83594085,-73.88646463,POINT (-73.88646463099997 40.835940848000064)
QUEENS,PVT HOUSE,113,1042275.063,185994.1563,40.6770058,-73.79080875,POINT (-73.79080875299996 40.67700579700005)
BRONX,MULTI DWELL - APT BUILD,48,1016596.063,250802.4219,40.8550186,-73.88307499,POINT (-73.88307498999995 40.855018596000036)
BROOKLYN,MULTI DWELL - APT BUILD,79,999880.25,190399.3594,40.68927344,-73.94364075,POINT (-73.94364075199996 40.68927344400004)
BROOKLYN,MULTI DWELL - APT BUILD,75,1018807.688,184705.7344,40.67359209,-73.87542008,POINT (-73.87542008399998 40.67359208800008)
MANHATTAN,MULTI DWELL - APT BUILD,32,1001808.563,236450.5313,40.8156686,-73.93656726,POINT (-73.93656726199998 40.81566859800006)
BRONX,FAST FOOD,44,1009450.313,247077.0469,40.84481683,-73.90891985,POINT (-73.90891985199994 40.84481683400003)
BROOKLYN,PVT HOUSE,63,1005769.375,161829.8281,40.61084395,-73.92249647,POINT (-73.92249646999994 40.610843946000045)
QUEENS,GROCERY/BODEGA,114,1003159.813,220691.8594,40.77241252,-73.93172994,POINT (-73.93172994299994 40.772412522000025)
BRONX,HOSPITAL,44,1008668.75,246692.1406,40.84376258,-73.91174606,POINT (-73.91174605599997 40.84376257500003)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1015121.313,242643.7344,40.83263068,-73.88844356,POINT (-73.88844355599997 40.83263068100007)
BROOKLYN,BEAUTY/NAIL SALON,75,1013181.063,183137.1094,40.66930674,-73.89571092,POINT (-73.89571092399996 40.66930674200006)
MANHATTAN,GROCERY/BODEGA,32,1001028.188,240331.6875,40.82632279,-73.93937683,POINT (-73.93937683499996 40.82632279100005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,998828.9375,226859.3281,40.78934879,-73.94735264,POINT (-73.94735263899997 40.789348793000045)
BROOKLYN,BAR/NIGHT CLUB,77,1003550.063,185644.9219,40.67621636,-73.9304215,POINT (-73.93042149699994 40.676216356000054)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,28,998752.875,230407.2031,40.79908688,-73.94761966,POINT (-73.94761966199997 40.79908687600005)
BROOKLYN,MULTI DWELL - APT BUILD,70,994988.6875,176665.125,40.65158333,-73.96130098,POINT (-73.96130097899999 40.65158332500005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,981842.3125,185678.7188,40.67632983,-74.00868157,POINT (-74.00868157399998 40.67632982900005)
BROOKLYN,MULTI DWELL - APT BUILD,79,998448.5625,188816.7031,40.68493183,-73.94880657,POINT (-73.94880656899994 40.68493182800006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1001900,238191,40.82044551,-73.93623235,POINT (-73.93623234699999 40.82044551200005)
STATEN ISLAND,MULTI DWELL - APT BUILD,123,935998.75,137296.4375,40.54339949,-74.1736096,POINT (-74.17360960499997 40.543399486000055)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,63,1006683,171534,40.6374776,-73.91917368,POINT (-73.91917367799994 40.637477595000064)
BRONX,MULTI DWELL - APT BUILD,46,1005724.938,249742.0469,40.85214132,-73.92237595,POINT (-73.92237594899996 40.85214131600003)
BROOKLYN,MULTI DWELL - APT BUILD,90,993507.25,196902.2031,40.7071312,-73.96661204,POINT (-73.96661203999997 40.707131196000034)
STATEN ISLAND,MULTI DWELL - APT BUILD,120,936721.6875,172119.4375,40.63898538,-74.17125343,POINT (-74.17125343299995 40.63898537500006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,7,989667.4375,212964.625,40.75122181,-73.98044869,POINT (-73.98044869299997 40.75122181000006)
QUEENS,GROCERY/BODEGA,113,1040720.313,190569.4844,40.68957405,-73.79637559,POINT (-73.79637559399998 40.68957405300006)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1010466.563,243220.2188,40.83422801,-73.90526189,POINT (-73.90526189299999 40.834228008000025)
BROOKLYN,MULTI DWELL - APT BUILD,70,996174.875,173443.25,40.64273846,-73.95703185,POINT (-73.95703184899997 40.64273845600008)
BRONX,BAR/NIGHT CLUB,49,1022572.125,247595.75,40.84619332,-73.86149073,POINT (-73.86149072599994 40.84619332400007)
BROOKLYN,GROCERY/BODEGA,70,994619.75,175950.5469,40.6496224,-73.96263167,POINT (-73.96263166699998 40.649622402000034)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1006623.188,239074.875,40.8228608,-73.91916462,POINT (-73.91916462499996 40.82286079900007)
BRONX,PVT HOUSE,47,1026894.313,263907.9375,40.89094543,-73.84576492,POINT (-73.84576492099995 40.890945428000066)
BRONX,MULTI DWELL - APT BUILD,46,1010491.25,249156.5625,40.85052146,-73.90514945,POINT (-73.90514945099994 40.85052145700007)
STATEN ISLAND,COMMERCIAL BLDG,120,959974.5625,171771.7344,40.63812526,-74.08746849,POINT (-74.08746849499994 40.63812526000004)
MANHATTAN,MULTI DWELL - APT BUILD,30,1000736.75,241070.7188,40.82835177,-73.94042807,POINT (-73.94042806999994 40.82835177000004)
BROOKLYN,MULTI DWELL - APT BUILD,79,1001329.063,187143.4375,40.68033401,-73.93842477,POINT (-73.93842477199996 40.68033400500008)
BRONX,BAR/NIGHT CLUB,40,1006828.5,237680.3281,40.81903264,-73.9184275,POINT (-73.91842749999995 40.81903264000005)
BROOKLYN,GAS STATION,67,1006312,177037.0156,40.65258312,-73.92049242,POINT (-73.92049242099995 40.65258311500003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,60,988914.875,155582.3594,40.59372081,-73.98320456,POINT (-73.98320456499994 40.59372081200007)
BRONX,RESTAURANT/DINER,47,1024398.938,266422.5313,40.89785889,-73.85477513,POINT (-73.85477513299998 40.89785888600005)
BROOKLYN,PVT HOUSE,81,1003328.25,189284.7969,40.68620747,-73.93121086,POINT (-73.93121086299993 40.68620746600004)
BRONX,PVT HOUSE,49,1020958.313,252609.0469,40.85996018,-73.8672962,POINT (-73.86729619999994 40.85996017600007)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1007174.25,235888.8438,40.81411463,-73.91718446,POINT (-73.91718445799995 40.81411462900007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1007015.125,185540.6406,40.6759219,-73.91792973,POINT (-73.91792972699994 40.675921896000034)
MANHATTAN,MULTI DWELL - APT BUILD,30,998234.9375,239901.7188,40.82514751,-73.94947058,POINT (-73.94947057799999 40.82514751300005)
MANHATTAN,MULTI DWELL - APT BUILD,32,1000187.625,234021.0313,40.80900337,-73.94242902,POINT (-73.94242902399998 40.80900337000003)
BROOKLYN,COMMERCIAL BLDG,79,996797.5,189794.8594,40.68761914,-73.95475788,POINT (-73.95475787899994 40.68761913700007)
BROOKLYN,NONE,75,1016963,182175.5469,40.6666543,-73.8820825,POINT (-73.88208250099996 40.66665430200004)
BRONX,MULTI DWELL - APT BUILD,43,1017513.688,240674.2969,40.82721646,-73.87980814,POINT (-73.87980814299993 40.827216458000066)
BRONX,HOTEL/MOTEL,43,1026934.125,240786.9844,40.82748525,-73.84576816,POINT (-73.84576816099997 40.82748525200003)
QUEENS,BAR/NIGHT CLUB,113,1049389.75,187641.5,40.68147787,-73.76514298,POINT (-73.76514298499995 40.68147787300006)
