BORO,LOCATION_DESC,PRECINCT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,998700.3125,228774.3281,40.79460516,-73.94781302,POINT (-73.94781301999996 40.794605164000075)
QUEENS,MULTI DWELL - PUBLIC HOUS,113,1044794.625,188802.4219,40.68469695,-73.7817,POINT (-73.78170000099993 40.68469695300007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1000552.5,225906.625,40.78673087,-73.94113066,POINT (-73.94113066399996 40.786730867000074)
BROOKLYN,GROCERY/BODEGA,70,994619.75,175950.5469,40.6496224,-73.96263167,POINT (-73.96263166699998 40.649622402000034)
MANHATTAN,MULTI DWELL - APT BUILD,7,989112.25,199436.9375,40.71409195,-73.98246226,POINT (-73.98246226399993 40.71409194700004)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1012073.875,240410.0625,40.82651002,-73.89946516,POINT (-73.89946515999998 40.82651002100005)
BRONX,MULTI DWELL - APT BUILD,47,1025717.938,266113.75,40.89700528,-73.85000598,POINT (-73.85000598099998 40.89700528100008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,25,1000555,230994,40.80069433,-73.94110929,POINT (-73.94110928599997 40.800694331000045)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1043642.625,155649.6875,40.59370785,-73.78614549,POINT (-73.78614549299994 40.59370785300007)
BROOKLYN,MULTI DWELL - APT BUILD,69,1011682.313,167833.2813,40.62730584,-73.90117584,POINT (-73.90117584099994 40.62730583800004)
STATEN ISLAND,PVT HOUSE,120,944318.0625,171453.625,40.63719537,-74.14387861,POINT (-74.143878612 40.63719537000003)
MANHATTAN,TELECOMM. STORE,23,998958.6875,227093,40.78998995,-73.94688356,POINT (-73.94688356199998 40.78998994500006)
MANHATTAN,GROCERY/BODEGA,28,997441.4375,234787.7656,40.81111237,-73.95234773,POINT (-73.95234773099997 40.81111236900006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1019404.5,182905.1406,40.66864752,-73.87327795,POINT (-73.87327795299996 40.66864751500003)
BRONX,MULTI DWELL - APT BUILD,46,1010491.25,249156.5625,40.85052146,-73.90514945,POINT (-73.90514945099994 40.85052145700007)
BROOKLYN,PVT HOUSE,62,986636.9375,156472.7188,40.59616558,-73.99140645,POINT (-73.99140644899995 40.59616557500004)
BRONX,MULTI DWELL - PUBLIC HOUS,48,1017483.438,245762.9219,40.84118337,-73.87989224,POINT (-73.87989223599999 40.84118336900008)
BRONX,MULTI DWELL - PUBLIC HOUS,46,1005852.063,247414.4375,40.84575241,-73.92192393,POINT (-73.92192392899995 40.84575240700008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,5,984445.625,198746.3438,40.71219777,-73.9992958,POINT (-73.99929580499997 40.71219776500004)
BROOKLYN,MULTI DWELL - APT BUILD,75,1017917.813,178654.6406,40.65698662,-73.87865832,POINT (-73.87865831899995 40.656986621000044)
BROOKLYN,MULTI DWELL - APT BUILD,81,1004426.063,187538.5469,40.68141197,-73.9272577,POINT (-73.92725770199996 40.68141197400007)
QUEENS,DRY CLEANER/LAUNDRY,113,1044553,188700.5625,40.68441902,-73.78257212,POINT (-73.78257211799996 40.68441902200004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,81,1005786.438,187335.6094,40.68085175,-73.92235359,POINT (-73.92235359299997 40.680851751000034)
QUEENS,PVT HOUSE,105,1053348.25,178228.2969,40.65561081,-73.75096735,POINT (-73.75096734899995 40.655610814000056)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010787.563,183142.4531,40.66932891,-73.90433897,POINT (-73.90433897099996 40.66932890600003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,77,1002387.625,185584.3281,40.6760525,-73.93461244,POINT (-73.93461243899998 40.67605249700006)
BROOKLYN,GROCERY/BODEGA,88,990616.125,189700.9844,40.68736808,-73.97704666,POINT (-73.97704666499999 40.68736807600004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,77,1002407.563,185867.0625,40.6768285,-73.9345398,POINT (-73.93453979999998 40.67682849800008)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1043608,156107,40.59496331,-73.78626615,POINT (-73.78626614999997 40.59496331200006)
BROOKLYN,BAR/NIGHT CLUB,77,1000320.5,183659.0625,40.67077207,-73.94206934,POINT (-73.94206933899994 40.670772070000055)
BRONX,MULTI DWELL - PUBLIC HOUS,47,1026486.5,262591.25,40.8873335,-73.8472482,POINT (-73.84724820299994 40.88733350200005)
BROOKLYN,LIQUOR STORE,61,999675.1875,163017.2969,40.61411601,-73.9444428,POINT (-73.94444279899994 40.614116007000064)
QUEENS,MULTI DWELL - APT BUILD,103,1048851.875,198761.3281,40.71200306,-73.76697561,POINT (-73.76697560899999 40.71200305600007)
BROOKLYN,GROCERY/BODEGA,83,1009855.813,190833.3125,40.69044131,-73.90766851,POINT (-73.90766851399997 40.69044130800006)
BROOKLYN,BAR/NIGHT CLUB,77,1003508.375,185056.4531,40.67460123,-73.93057347,POINT (-73.93057346899997 40.67460123300003)
MANHATTAN,GROCERY/BODEGA,25,999399.5625,231575.5938,40.8022927,-73.94528131,POINT (-73.94528130599997 40.802292703000035)
BROOKLYN,SOCIAL CLUB/POLICY LOCATI,76,980350.4375,185278.8438,40.67523173,-74.01405981,POINT (-74.01405980899995 40.67523173100005)
MANHATTAN,GROCERY/BODEGA,28,997967,234808.5313,40.81116856,-73.95044911,POINT (-73.95044910799999 40.81116856400007)
STATEN ISLAND,MULTI DWELL - PUBLIC HOUS,120,951319.375,171305.7969,40.63681841,-74.11865177,POINT (-74.11865177499999 40.636818411000036)
BROOKLYN,RESTAURANT/DINER,88,993284.625,188333.75,40.68361301,-73.9674265,POINT (-73.96742650299996 40.683613008000066)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1000640.75,237827.4063,40.81944998,-73.94078288,POINT (-73.94078287999997 40.819449976000044)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999849.375,193275.8594,40.69716883,-73.94374542,POINT (-73.94374542299994 40.69716882500006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,69,1016434.938,169703.7031,40.63242376,-73.88404549,POINT (-73.88404548799997 40.63242375600004)
BRONX,BAR/NIGHT CLUB,44,1005346.313,246531.0313,40.84332894,-73.92375467,POINT (-73.92375466699997 40.84332893900006)
BROOKLYN,MULTI DWELL - APT BUILD,67,997703.5625,178036.7344,40.65534439,-73.95151428,POINT (-73.95151428099996 40.655344386000024)
MANHATTAN,MULTI DWELL - APT BUILD,32,999463.3125,234718.9063,40.81092012,-73.94504392,POINT (-73.94504391899994 40.81092011900006)
BRONX,MULTI DWELL - PUBLIC HOUS,49,1022083.688,251879.25,40.85795235,-73.86323195,POINT (-73.86323194999994 40.85795235300003)
BROOKLYN,MULTI DWELL - APT BUILD,70,996184.4375,171355.3438,40.63700759,-73.95700109,POINT (-73.95700108599993 40.63700758700003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,60,984113.0625,148363.9688,40.57390898,-74.00049436,POINT (-74.00049436399996 40.57390898400008)
BRONX,MULTI DWELL - APT BUILD,50,1011047,256269.3281,40.87004218,-73.90311219,POINT (-73.90311219499995 40.87004218100003)
BROOKLYN,NONE,73,1008549,178741,40.65725432,-73.91242439,POINT (-73.91242438599994 40.65725432200003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,984166,188346,40.68365124,-74.00030431,POINT (-74.00030431199997 40.683651241000064)
BRONX,BAR/NIGHT CLUB,46,1006992.813,248480.0156,40.84867424,-73.91779724,POINT (-73.91779724099996 40.84867424000004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,997753.9375,193358.9219,40.69740026,-73.95130203,POINT (-73.95130202999998 40.69740025800007)
MANHATTAN,GROCERY/BODEGA,33,1002253.063,246734.0781,40.84389309,-73.93493381,POINT (-73.93493381399998 40.84389309100004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999281.6875,192768.875,40.69577825,-73.9457938,POINT (-73.94579380499994 40.69577825400006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,995619.25,190845.5938,40.69050475,-73.95900462,POINT (-73.95900462099996 40.69050475300003)
BROOKLYN,MULTI DWELL - APT BUILD,67,1004796.25,180307.125,40.66156249,-73.92594505,POINT (-73.92594505299996 40.66156249200003)
BRONX,MULTI DWELL - APT BUILD,43,1021755.875,236492.0469,40.81572038,-73.86450304,POINT (-73.86450303599997 40.81572038000007)
MANHATTAN,HOTEL/MOTEL,28,997155.125,230827.6719,40.80024343,-73.95338964,POINT (-73.95338963899997 40.800243425000076)
BROOKLYN,FAST FOOD,73,1008996.25,186265.9219,40.67790731,-73.91078481,POINT (-73.91078481299996 40.67790731200006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1021909.688,182502.625,40.6675324,-73.86424962,POINT (-73.86424961899996 40.66753239900004)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1021282.563,238581.2969,40.82145678,-73.86620145,POINT (-73.86620145399996 40.82145677500006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,1001438.188,194908.4063,40.70164684,-73.93801152,POINT (-73.93801152399999 40.70164684200006)
BROOKLYN,MULTI DWELL - APT BUILD,71,998386.875,179552.4688,40.65950368,-73.94904842,POINT (-73.94904841999994 40.65950367900007)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1012201.375,240878.375,40.827795,-73.89900251,POINT (-73.89900251299997 40.82779500200007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1001746.938,228590.1719,40.7940942,-73.93681038,POINT (-73.93681038099999 40.79409419700005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,987441.4375,188309.125,40.68354945,-73.98849452,POINT (-73.98849451599995 40.68354945300007)
BROOKLYN,NONE,67,1006035.313,175982,40.64968801,-73.92149298,POINT (-73.92149298099997 40.64968801200007)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1007164.125,239139.9063,40.82303791,-73.91720994,POINT (-73.91720993599995 40.823037905000035)
QUEENS,BAR/NIGHT CLUB,108,999155.4375,211756.1406,40.74789392,-73.94620704,POINT (-73.94620704399995 40.74789392300005)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1005170.25,235308.1719,40.81252582,-73.92442599,POINT (-73.92442598799994 40.81252581900003)
BRONX,MULTI DWELL - APT BUILD,44,1010036.625,246475.3125,40.84316356,-73.90680305,POINT (-73.90680305499995 40.843163557000025)
STATEN ISLAND,MULTI DWELL - APT BUILD,120,961171.8125,162476.3906,40.6126147,-74.08312289,POINT (-74.08312289299994 40.61261469900006)
BRONX,MULTI DWELL - PUBLIC HOUS,46,1008855.75,250061.9063,40.85301107,-73.91105783,POINT (-73.91105782599993 40.85301106500003)
MANHATTAN,MULTI DWELL - APT BUILD,34,1003585.188,251292.4531,40.85640166,-73.93010603,POINT (-73.93010603299997 40.85640166400003)
QUEENS,PVT HOUSE,105,1058210.625,195849.1875,40.70393667,-73.73324978,POINT (-73.73324978499994 40.703936671000065)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,1000008.813,192193.7969,40.69419853,-73.94317297,POINT (-73.94317297399994 40.69419853200003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1007627.5,183444.6094,40.67016717,-73.91572929,POINT (-73.91572929199998 40.670167166000056)
BRONX,MULTI DWELL - APT BUILD,49,1020420.375,255393.6719,40.86760534,-73.86922588,POINT (-73.86922588099998 40.86760534300004)
BROOKLYN,BAR/NIGHT CLUB,67,1002693.625,171002.9063,40.63602906,-73.93354914,POINT (-73.93354913899998 40.636029061000045)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1011046.688,239814.2344,40.82487782,-73.90317908,POINT (-73.90317908399999 40.82487781900005)
BROOKLYN,MULTI DWELL - APT BUILD,79,998367.625,189350.1719,40.68639621,-73.94909728,POINT (-73.94909728199997 40.68639620700004)
BRONX,COMMERCIAL BLDG,44,1010838.5,246696.5781,40.84376849,-73.90390403,POINT (-73.90390403199996 40.84376848800008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1000866.375,226631.5781,40.78872009,-73.93999542,POINT (-73.93999542099994 40.78872008500008)
BRONX,GROCERY/BODEGA,47,1025439.375,258185.2188,40.87524528,-73.85106234,POINT (-73.85106233999994 40.87524528200004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999849.375,193275.8594,40.69716883,-73.94374542,POINT (-73.94374542299994 40.69716882500006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,982151.4375,185170.7344,40.67493561,-74.00756697,POINT (-74.00756696599996 40.674935606000076)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1009968.25,182502.4531,40.66757467,-73.90729486,POINT (-73.90729486299995 40.66757466800004)
BROOKLYN,MULTI DWELL - APT BUILD,79,998529.625,188282.6563,40.68346586,-73.94851542,POINT (-73.94851541799994 40.68346586000007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,999631.4375,198004.0938,40.7101471,-73.94452057,POINT (-73.94452057199999 40.71014710000003)
QUEENS,BAR/NIGHT CLUB,103,1036944.688,194475.4531,40.70031829,-73.80995949,POINT (-73.80995948999998 40.70031829200008)
QUEENS,PVT HOUSE,105,1053348.25,178228.2969,40.65561081,-73.75096735,POINT (-73.75096734899995 40.655610814000056)
QUEENS,MULTI DWELL - APT BUILD,103,1047811.313,199996.6094,40.71540113,-73.77071735,POINT (-73.77071734899994 40.71540113300006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,999701,195491.1875,40.70324964,-73.94427542,POINT (-73.94427542499994 40.70324964400004)
BROOKLYN,RESTAURANT/DINER,61,996432.0625,157461.1094,40.59887046,-73.95613395,POINT (-73.95613394799996 40.59887045900007)
BRONX,COMMERCIAL BLDG,41,1013085.875,236614.0625,40.81608783,-73.8958248,POINT (-73.89582480499996 40.81608783300004)
QUEENS,SOCIAL CLUB/POLICY LOCATI,109,1030873.813,218819.5156,40.76717071,-73.83168518,POINT (-73.83168518399998 40.76717070800004)
QUEENS,RESTAURANT/DINER,103,1036604.313,195166.5625,40.70221724,-73.81118167,POINT (-73.81118166699997 40.702217242000074)
BRONX,MULTI DWELL - APT BUILD,44,1004395.875,239361.3906,40.82365256,-73.92721129,POINT (-73.92721128999995 40.82365256400004)
MANHATTAN,PVT HOUSE,28,997098.1875,230560.0313,40.79950891,-73.9535958,POINT (-73.95359580299998 40.799508908000064)
BROOKLYN,GROCERY/BODEGA,73,1009904.75,180751.4688,40.66276879,-73.90753042,POINT (-73.90753042499995 40.66276879000003)
QUEENS,FAST FOOD,106,1037835.438,185198.0469,40.67484865,-73.80682082,POINT (-73.80682082099997 40.67484864900007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,1000011.813,192879.6719,40.6960811,-73.94316055,POINT (-73.94316055099995 40.69608109600006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1015828.813,179159.5469,40.65838017,-73.88618497,POINT (-73.88618497099998 40.65838017200008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1000866.375,226631.5781,40.78872009,-73.93999542,POINT (-73.93999542099994 40.78872008500008)
BROOKLYN,BAR/NIGHT CLUB,67,1005026.313,176998.9375,40.65248171,-73.92512601,POINT (-73.92512601399994 40.65248170800004)
BROOKLYN,MULTI DWELL - APT BUILD,83,1006822.5,193513.7813,40.69780683,-73.91859746,POINT (-73.91859745699998 40.69780682800007)
BRONX,RESTAURANT/DINER,44,1004885.688,240825.3438,40.82766957,-73.92543702,POINT (-73.92543701999995 40.827669567000044)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1009394.5,242827.8438,40.83315417,-73.9091375,POINT (-73.90913750499993 40.83315416900007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,1001059.563,196145.6563,40.70504353,-73.93937396,POINT (-73.93937396199993 40.70504353000007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999849.375,193275.8594,40.69716883,-73.94374542,POINT (-73.94374542299994 40.69716882500006)
BRONX,GROCERY/BODEGA,41,1014641.688,240067.5156,40.82556137,-73.89018842,POINT (-73.89018841799998 40.825561366000045)
BRONX,SUPERMARKET,42,1007675.5,239204.25,40.82321317,-73.91536205,POINT (-73.91536205299997 40.82321316900005)
BRONX,MULTI DWELL - APT BUILD,46,1010453.563,249785.7344,40.85224846,-73.90528322,POINT (-73.90528321799997 40.852248458000076)
BROOKLYN,MULTI DWELL - APT BUILD,79,999798.5,190932.8594,40.69073792,-73.9439343,POINT (-73.94393429999997 40.69073792200004)
BRONX,NONE,48,1016391,249523,40.85150771,-73.88382239,POINT (-73.88382239499998 40.851507714000036)
QUEENS,MULTI DWELL - APT BUILD,103,1043344.313,193791.2031,40.69839977,-73.78688551,POINT (-73.78688550599998 40.69839976900005)
MANHATTAN,GROCERY/BODEGA,26,997128.875,237011.6719,40.81721683,-73.95347259,POINT (-73.95347258799995 40.81721683300003)
BROOKLYN,BAR/NIGHT CLUB,75,1011245,185498,40.67579297,-73.90268057,POINT (-73.90268056999997 40.67579296900004)
BROOKLYN,GROCERY/BODEGA,75,1013136,179968,40.66060839,-73.89588694,POINT (-73.89588694299994 40.66060839100004)
MANHATTAN,MULTI DWELL - APT BUILD,32,1000493.25,236571.8125,40.816004,-73.94131882,POINT (-73.94131882499994 40.81600399600006)
MANHATTAN,MULTI DWELL - APT BUILD,30,999582.5625,240984.0313,40.82811592,-73.94459882,POINT (-73.94459881999995 40.82811591600006)
BROOKLYN,MULTI DWELL - APT BUILD,77,995378.125,184107.3438,40.67201009,-73.95988523,POINT (-73.95988522799996 40.67201009300004)
QUEENS,PVT HOUSE,105,1055658.875,201767.4375,40.72020175,-73.74239028,POINT (-73.74239028299996 40.72020175200004)
QUEENS,MULTI DWELL - PUBLIC HOUS,114,998644.3125,214588.1563,40.75566794,-73.94804565,POINT (-73.94804565499999 40.755667936000066)
BRONX,MULTI DWELL - APT BUILD,48,1013404.563,251800.75,40.85776982,-73.89460746,POINT (-73.89460745999997 40.85776982200008)
MANHATTAN,MULTI DWELL - APT BUILD,33,1002386.875,246975.2813,40.84455485,-73.93444953,POINT (-73.93444952899995 40.844554849000076)
BRONX,MULTI DWELL - APT BUILD,46,1007142.438,249097.0156,40.85036734,-73.91725431,POINT (-73.91725431299994 40.85036733600003)
BRONX,MULTI DWELL - APT BUILD,41,1013526.188,236950.6094,40.81701011,-73.8942326,POINT (-73.89423260199999 40.817010111000066)
MANHATTAN,MULTI DWELL - APT BUILD,33,1001991.75,247191.2969,40.84514855,-73.93587705,POINT (-73.93587705399995 40.84514855200007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,5,984657.25,197498.7031,40.70877328,-73.99853252,POINT (-73.99853252499997 40.70877328000006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,63,1005706.313,170355.8281,40.63424618,-73.9226965,POINT (-73.92269649999997 40.63424618300007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,83,1006012,192863,40.69602262,-73.92152249,POINT (-73.92152249299994 40.69602261500006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1000866.375,226631.5781,40.78872009,-73.93999542,POINT (-73.93999542099994 40.78872008500008)
QUEENS,STORE UNCLASSIFIED,102,1028953,192835,40.69585962,-73.83879211,POINT (-73.83879210999999 40.695859616000064)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1021869.188,239328.625,40.8235055,-73.86407777,POINT (-73.86407776999994 40.82350549800003)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,25,1001960,235143,40.81207949,-73.93602361,POINT (-73.93602361099994 40.81207948700006)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1010525.875,236982.4688,40.81710699,-73.90507198,POINT (-73.90507198099994 40.81710698900008)
QUEENS,MULTI DWELL - APT BUILD,105,1049893.125,181009.7031,40.66327142,-73.76339268,POINT (-73.76339268099997 40.66327142200004)
BRONX,MULTI DWELL - APT BUILD,46,1012077,249073.6094,40.85028892,-73.89941792,POINT (-73.89941792499998 40.850288920000025)
BRONX,PVT HOUSE,47,1022048,256773,40.87138435,-73.86333336,POINT (-73.86333336099995 40.87138435400004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,1000533.625,198368.8906,40.71114677,-73.9412655,POINT (-73.94126549799995 40.71114676600007)
QUEENS,BAR/NIGHT CLUB,115,1018546.188,219064.2969,40.76789899,-73.87618773,POINT (-73.87618772899998 40.76789898700008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010534.688,183092.7813,40.66919332,-73.90525073,POINT (-73.90525072599996 40.669193322000076)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1007217,234876.9063,40.81133703,-73.91703348,POINT (-73.91703348099998 40.81133703200004)
BRONX,PVT HOUSE,42,1011818.875,243106.6094,40.83391207,-73.90037547,POINT (-73.90037547299994 40.83391206500005)
BROOKLYN,GAS STATION,75,1019847.25,184424.0156,40.67281472,-73.87167393,POINT (-73.87167392799995 40.67281471500007)
BROOKLYN,GROCERY/BODEGA,77,1003508.375,185056.4531,40.67460123,-73.93057347,POINT (-73.93057346899997 40.67460123300003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,88,989926.9375,192765.6875,40.69578045,-73.97952913,POINT (-73.97952913499995 40.69578044800005)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1053493.5,161530.2344,40.60977721,-73.75061519,POINT (-73.75061519199994 40.60977721300003)
BROOKLYN,MULTI DWELL - APT BUILD,81,1005081,189003.9375,40.68543262,-73.92489183,POINT (-73.92489183099997 40.68543262000003)
MANHATTAN,MULTI DWELL - APT BUILD,26,997234.3125,235805.2813,40.81390547,-73.953094,POINT (-73.95309399599995 40.81390547400008)
BROOKLYN,MULTI DWELL - APT BUILD,70,994575.8125,177427.1094,40.6536753,-73.96278775,POINT (-73.96278774599995 40.65367529700006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1001212.75,229173,40.79569494,-73.93873815,POINT (-73.93873815299997 40.79569494400005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,60,984687.875,150503.2188,40.5797808,-73.9984251,POINT (-73.99842510499997 40.57978079600008)
BROOKLYN,GROCERY/BODEGA,73,1007700,183072.1563,40.66914467,-73.91546924,POINT (-73.91546923799996 40.66914467300006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,999218,230194.1563,40.79850134,-73.94594019,POINT (-73.94594018799995 40.798501344000044)
BRONX,MULTI DWELL - APT BUILD,42,1010131.25,240105.0156,40.82567866,-73.90648564,POINT (-73.90648563799994 40.82567866000005)
BROOKLYN,MULTI DWELL - APT BUILD,77,1002275.313,184001.6563,40.67170865,-73.93502158,POINT (-73.93502157599994 40.67170864900004)
BROOKLYN,MULTI DWELL - APT BUILD,83,1007609.313,189998.4375,40.68815598,-73.91577214,POINT (-73.91577213999994 40.68815598300006)
BRONX,MULTI DWELL - PUBLIC HOUS,48,1013374.188,246263.875,40.84257285,-73.89474132,POINT (-73.89474131699995 40.84257284600005)
QUEENS,MULTI DWELL - APT BUILD,104,1009150.063,196146.0781,40.70502562,-73.91019376,POINT (-73.91019376299994 40.70502562100006)
QUEENS,PVT HOUSE,103,1051312.25,198359.1094,40.71088076,-73.75810482,POINT (-73.75810482499998 40.71088075800003)
QUEENS,MULTI DWELL - APT BUILD,107,1035546.688,197854.0938,40.70960006,-73.81497559,POINT (-73.81497558699994 40.70960006100006)
QUEENS,MULTI DWELL - PUBLIC HOUS,103,1040860.313,193579.8594,40.69783592,-73.79584547,POINT (-73.79584547199994 40.697835920000045)
QUEENS,MULTI DWELL - APT BUILD,113,1052836.5,195974.75,40.7043246,-73.7526311,POINT (-73.75263110099996 40.70432459600005)
BRONX,MULTI DWELL - APT BUILD,40,1010316,234759,40.81100481,-73.90583885,POINT (-73.90583885099994 40.81100481300007)
MANHATTAN,MULTI DWELL - APT BUILD,32,1000828.125,240292.7813,40.82621638,-73.94009982,POINT (-73.94009981699998 40.82621638200004)
BROOKLYN,MULTI DWELL - APT BUILD,77,1003019.625,183622.5469,40.67066653,-73.93233944,POINT (-73.93233944399998 40.67066653200004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1012777.125,182476.5,40.66749483,-73.89716983,POINT (-73.89716982999994 40.66749482700004)
BROOKLYN,PVT HOUSE,75,1017119.438,183909.3438,40.67141261,-73.88151014,POINT (-73.88151014499994 40.67141260500006)
BRONX,MULTI DWELL - PUBLIC HOUS,46,1005802.063,247997.6563,40.84735329,-73.92210277,POINT (-73.92210277099997 40.847353293000026)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,61,1001680.125,157428.6406,40.59877257,-73.93723581,POINT (-73.93723581499995 40.59877257200003)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1002118.188,242744.1875,40.83294228,-73.93543192,POINT (-73.93543191599997 40.83294227500005)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1020183.188,239282.7969,40.82338673,-73.87016977,POINT (-73.87016977299999 40.823386732000074)
QUEENS,PVT HOUSE,106,1029556.188,187544.8438,40.68133631,-73.83665246,POINT (-73.83665245599997 40.68133630800003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,1000303.813,197821.4063,40.70964447,-73.94209575,POINT (-73.94209574999996 40.70964447100005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999849.375,193275.8594,40.69716883,-73.94374542,POINT (-73.94374542299994 40.69716882500006)
BRONX,MULTI DWELL - APT BUILD,44,1006884.688,244616.8906,40.83807137,-73.9182011,POINT (-73.91820109799994 40.83807137300005)
BROOKLYN,MULTI DWELL - APT BUILD,73,1009465.125,180957.0625,40.66333436,-73.90911426,POINT (-73.90911425599995 40.66333436200006)
BROOKLYN,PVT HOUSE,75,1018309.375,183846.9063,40.67123673,-73.87722085,POINT (-73.87722084999996 40.67123673100008)
BRONX,BAR/NIGHT CLUB,49,1022950.25,254641.2656,40.86552949,-73.86008337,POINT (-73.86008336699996 40.86552949000003)
BROOKLYN,MULTI DWELL - APT BUILD,73,1008427.438,183517.7188,40.67036569,-73.91284539,POINT (-73.91284538599996 40.670365686000025)
BRONX,BAR/NIGHT CLUB,49,1022572.125,247595.75,40.84619332,-73.86149073,POINT (-73.86149072599994 40.84619332400007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,999812.4375,193525.2969,40.69785354,-73.94387805,POINT (-73.943878054 40.69785353800006)
QUEENS,DRUG STORE,114,1003346.688,216705.8438,40.76147154,-73.93106658,POINT (-73.93106657999994 40.76147154200004)
BROOKLYN,NONE,67,1003875.313,179582.0313,40.65957436,-73.92926657,POINT (-73.92926656599997 40.65957435900003)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,88,989418.5,192712.8594,40.69563576,-73.98136271,POINT (-73.98136271399994 40.69563575900003)
BRONX,MULTI DWELL - APT BUILD,40,1006123.938,236254.7656,40.81512165,-73.92097766,POINT (-73.92097766099994 40.81512164500003)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1001751.563,241629.4531,40.82988338,-73.93675968,POINT (-73.93675968099996 40.829883383000045)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1010525.875,236982.4688,40.81710699,-73.90507198,POINT (-73.90507198099994 40.81710698900008)
STATEN ISLAND,BEAUTY/NAIL SALON,120,946795.375,171559.1563,40.63749585,-74.13495331,POINT (-74.13495330599994 40.637495853000075)
BROOKLYN,MULTI DWELL - APT BUILD,75,1012010.938,182326.6406,40.66708593,-73.89993232,POINT (-73.89993231799997 40.66708593300007)
BROOKLYN,MULTI DWELL - APT BUILD,73,1008427.438,183517.7188,40.67036569,-73.91284539,POINT (-73.91284538599996 40.670365686000025)
